,Description,Belts,Personal.Injury,Property.Damage,Commercial.License,Commercial.Vehicle,State,VehicleType,Year,Make,Model,Color,Charge,Contributed.To.Accident,Race,Gender,Driver.City,Driver.State,DL.State,Arrest.Type,Violation.Type
4555,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,WV,02 - Automobile,1996.0,TOYOTA,COROLLA,GREEN DK,13409b,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
39640,FAILURE OF DR TO MAKE LANE CHANGE TO AVAIL LANE NOT IMMED ADJ TO STOPPED EMERG VEH TOW TRUCK,No,No,No,No,No,MD,05 - Light Duty Truck,2012.0,LNDR,TK,GREEN,21405e1,No,WHITE,F,NEW MARKET,MD,MD,A - Marked Patrol,Warning
7158,EXCEEDING POSTED MAXIMUM SPEED LIMIT 44 MPH IN A POSTED 35 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2015.0,HONDA,ACCORD,RED,218011,No,WHITE,M,SILVER SPRING,MD,MD,E - Marked Stationary Radar,Citation
5878,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,No,No,No,No,No,MD,02 - Automobile,2004.0,HONDA,PILOT,BLACK,2111242d2,No,WHITE,M,REISTERSTOWN,MD,MD,A - Marked Patrol,Citation
8311,DRIVER CHANGING LANES WHEN UNSAFE,No,No,No,No,No,MD,02 - Automobile,2007.0,FORD,EDGE,BLACK,21309b,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
8120,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,Yes,No,MD,02 - Automobile,2001.0,MAZDA,MPV,SILVER,16101a,Yes,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
19065,DRIVING WHILE IMPAIRED BY ALCOHOL,No,No,No,No,No,MD,04 - Limousine,2003.0,CHEVY,FORD,WHITE,21902b1,No,HISPANIC,M,OLNEY,MD,MD,M - Marked (Off-Duty),Citation
65748,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,No,No,No,No,No,MD,02 - Automobile,2006.0,ACUR,4S,SILVER,219011b,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
31551,AGGRESSIVE DRIVING,No,No,No,No,No,MD,02 - Automobile,2010.0,HYUNDAI,4 DOOR,TAN,219012,No,BLACK,M,KENSINGTON,MD,MD,Q - Marked Laser,Citation
51676,FAILURE TO PROPERLY EQUIP LOCATE HEADLAMPS ON MOTOR VEH,No,No,No,No,No,MD,02 - Automobile,2011.0,DODGE,CHALLENGER,BLACK,22203b,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
57562,FAILURE OF VEH ON HWY TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,No,No,No,No,No,MD,02 - Automobile,2008.0,LEXUS,RX350,GRAY,222011,No,BLACK,F,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
43165,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,MD,02 - Automobile,2007.0,TOYT,CAMRY,SILVER,13411f,No,OTHER,M,GAITHERSBURG,MD,NJ,A - Marked Patrol,Warning
45561,PEDESTRIAN FAIL TO OBEY UPRAISED HAND SIGNAL,No,No,No,No,No,XX,29 - Unknown,,,,,21203c,No,BLACK,F,UPPER MARLBORO,MD,MD,A - Marked Patrol,Warning
13446,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,No,No,No,No,No,MD,02 - Automobile,1999.0,TOYT,AVALON,WHITE,16303c,No,HISPANIC,M,GERMANTOWN,MD,MD,Q - Marked Laser,Citation
49783,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,05 - Light Duty Truck,2016.0,RAM,TK,BLACK,218011,No,WHITE,M,MONROVIA,MD,MD,Q - Marked Laser,Warning
32112,FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,No,No,No,No,No,MD,02 - Automobile,2014.0,MITSUBISHI,LANCER,WHITE,13411a,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
56306,FAILURE TO EQUIP VEH WITH REQUIRED REAR STOP LAMP,No,No,No,No,No,MD,02 - Automobile,1991.0,VOLV,4S,BLACK,22219a,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
28499,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,2004.0,TOYT,TACOMA,SILVER,13409b,No,WHITE,F,OLNEY,MD,MD,A - Marked Patrol,Citation
11447,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,No,No,No,No,No,MD,02 - Automobile,2009.0,BMW,528I,BLUE,219011b,No,HISPANIC,M,UPPER MARLBORO,MD,MD,A - Marked Patrol,Citation
29222,EXCEEDING POSTED MAXIMUM SPEED LIMIT 53 MPH IN A POSTED 30 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2016.0,JEEP,SUV,BLACK,218011,No,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,Citation
20227,DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,No,No,No,No,No,MD,02 - Automobile,1995.0,TOYOTA,COROLLA,BEIGE,21402a,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
3436,DRIVING WHILE IMPAIRED BY ALCOHOL,No,No,Yes,No,No,MD,02 - Automobile,2016.0,NISSAN,FRONTIER,SILVER,21902b1,Yes,HISPANIC,M,BURTONSVILLE,MD,MD,A - Marked Patrol,Citation
20530,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 5335,No,No,No,No,No,FL,02 - Automobile,2006.0,CHEV,MALIBU,GRAY,21801a,Yes,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
64339,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,No,No,Yes,No,No,MD,02 - Automobile,2016.0,HONDA,ACCORD,SILVER,16112c,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
58042,DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,No,No,No,No,No,MD,02 - Automobile,2011.0,HOND,VN,GRAY,21202h1,No,ASIAN,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
35697,Clearance Lamps,No,No,No,No,Yes,MD,05 - Light Duty Truck,2007.0,FORD,TK,WHITE,87,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,SERO
17924,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,VA,02 - Automobile,2010.0,TOYOTA,COROLLA,GRAY,21201a1,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
3141,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,No,No,No,No,No,MD,02 - Automobile,2014.0,MERZ,C350,BLACK,21801a,No,WHITE,M,HAGERSTOWN,MD,MD,A - Marked Patrol,Citation
10965,DRIVER FAIL TO MAKE REQUIRED STOP AT SIGN,No,No,No,No,No,VA,02 - Automobile,2013.0,MERC,4S,WHITE,21202m,No,OTHER,M,CLARKSBURG,MD,MD,A - Marked Patrol,Citation
55470,DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,No,No,No,Yes,No,MD,02 - Automobile,2007.0,TOYOTA,TUNDRA,BLUE,13411d,No,HISPANIC,M,N BETHESDA,MD,MD,A - Marked Patrol,Warning
30355,EXCEEDING MAXIMUM SPEED 34 MPH IN A POSTED 25 MPH ZONE,No,No,No,No,No,MD,05 - Light Duty Truck,2015.0,FORD,F150,BLACK,218011,No,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,Q - Marked Laser,Citation
28710,EXCEEDING MAXIMUM SPEED 54 MPH IN A POSTED 35 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,1996.0,CHEVY,LUMINA,SILVER,218011,No,BLACK,F,LAUREL,MD,MD,Q - Marked Laser,Citation
39344,DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,No,No,No,No,No,MD,02 - Automobile,2010.0,HONDA,4S,GRAY,21202i1,No,ASIAN,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,Warning
25567,DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,No,No,No,No,No,MD,02 - Automobile,2008.0,BMW,750LI,BLACK,21902a2,No,BLACK,M,BLADENSBURG,MD,MD,A - Marked Patrol,Citation
8322,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,No,No,No,No,No,MD,28 - Other,2004.0,CHEV,VAN,WHITE,13401h,No,WHITE,M,KING GEORGE,VA,VA,A - Marked Patrol,Citation
43898,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2010.0,DODGE,CHARGER,SILVER,21201a1,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,Warning
45348,FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,No,No,No,No,No,MD,03 - Station Wagon,2007.0,JEEP,SUV,SILVER,21301a,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
31164,DISPLAYING REG PLATE ISSUED FOR OTHER VEHICLE,No,No,No,No,No,NC,02 - Automobile,2000.0,NISSAN,ALTIMA,BLACK,13411g,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
70015,FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,No,No,No,No,No,MD,02 - Automobile,2004.0,KIA,4S,WHITE,22226a,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
14039,DRIVING WHILE IMPAIRED BY ALCOHOL,No,No,Yes,No,No,MD,02 - Automobile,2004.0,HONDA,ODYSSEY,GOLD,21902b1,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,Citation
14257,DRIVING ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,No,No,MD,02 - Automobile,2000.0,FORD,TAURUSQ,BLACK,16101a,No,HISPANIC,F,SILVER SPRING,MD,XX,A - Marked Patrol,Citation
26256,EXCEEDING MAXIMUM SPEED 39 MPH IN A POSTED 30 MPH ZONE,No,No,No,No,No,VA,03 - Station Wagon,2000.0,BMW,325 SW,SILVER,218011,No,WHITE,M,VIRGINIA BEACH,VA,VA,Q - Marked Laser,Citation
47786,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2005.0,MAZDA,TRIBUTE,SILVER,21201a1,No,ASIAN,F,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
36597,FAILURE OF VEH ON HWY TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,No,No,No,No,No,MD,02 - Automobile,2010.0,TOYT,4S,SILVER,222011,No,ASIAN,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
27311,DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,No,No,MD,02 - Automobile,2009.0,TOYOTA,COROLLA,TAN,16101a1,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
25876,DRIVING WHILE SUSP UNDER 27103,No,No,No,No,No,MD,05 - Light Duty Truck,2001.0,NISSAN,PICKUP TRUCK,BLUE,16303h,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
20932,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,No,No,No,No,No,MD,02 - Automobile,2009.0,BMW,135I,RED,21902a1,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,Citation
40747,DRIVING ON HWY WITH OBSTRUCTED WINDSHIELD VIEW,No,No,No,No,No,MD,02 - Automobile,1996.0,FORD,CLUB WAGON,GREEN,211104c,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
12990,DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,No,No,No,No,No,GA,02 - Automobile,2000.0,FORD,EXPLORER,WHITE,21902a2,No,BLACK,M,FAYETTEVILLE,GA,GA,A - Marked Patrol,Citation
31677,FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE,No,No,No,No,No,MD,02 - Automobile,2008.0,HOND,4S,GRAY,224122d,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
36306,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,02 - Automobile,2001.0,FORD,TK,WHITE,218011,No,WHITE,F,POOLESVILLE,MD,MD,Q - Marked Laser,Warning
5276,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,Yes,Yes,No,No,No,NY,02 - Automobile,2013.0,KIA,OPTIMA,GOLD,16303c,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,Citation
54791,OPERATING A MV WO PROPER REQUIRED EMERGENCY ROADSIDE WARNING DEVICES,No,No,No,No,No,MD,06 - Heavy Duty Truck,1996.0,INTL,TK,BLACK,1139395f,No,BLACK,M,WHEATON,MD,MD,A - Marked Patrol,Warning
1306,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 45MPH,No,No,No,No,No,MD,02 - Automobile,2015.0,S550,MERZ,BLACK,21801a,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
11363,FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE,No,No,No,No,No,MD,02 - Automobile,2009.0,NISSAN,QUEST,GRAY,224122d,No,BLACK,F,COLUMBIA,MD,MD,A - Marked Patrol,Citation
23723,DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,No,No,No,No,No,MD,02 - Automobile,2011.0,RANG,LR2,SILVER,21902a2,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,Citation
12913,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,VA,02 - Automobile,2016.0,SCION,IA,SILVER,21201a1,No,BLACK,M,ARLINGTON,VA,VA,A - Marked Patrol,Citation
50206,EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,No,No,No,No,No,MD,28 - Other,2004.0,HONDA,ODYSSEY,BLUE DARK,218011,No,BLACK,F,CLARKSBURG,MD,MD,Q - Marked Laser,Warning
55594,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,MD,02 - Automobile,2011.0,TOYT,TACOMA,GREEN DK,13411f,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
44826,POSSESSING MORE THAN ONE DRIVERS LICENSE AT ANY ONE TIME,No,No,No,No,No,MD,02 - Automobile,2018.0,TOYOTA,CAMRY,RED,161111f,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
25715,DRIVER FAILURE TO STOP AT STOP SIGN LINE,No,No,No,No,No,MD,02 - Automobile,2015.0,HYUNDAI,SONATA,RED,21707a,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
37681,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,28 - Other,2009.0,TOYOTA,SIENNA,BLUE,13409b,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,Warning
51384,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2012.0,HYUN,ACCENT,GOLD,21201a1,No,WHITE,M,CATONSVILLE,MD,MD,A - Marked Patrol,Warning
9207,POSSESSING SUSPENDED LIC,No,No,No,No,No,MD,02 - Automobile,2008.0,HONDA,CIVIC,WHITE,16301j,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
8716,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17106 26204 26206 27103,No,No,No,No,No,MD,02 - Automobile,1996.0,ACURA,RL,BLACK,16303h,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
43814,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,MD,02 - Automobile,2015.0,MAZDA,3,GRAY,13411f,No,WHITE,M,DERWOOD,MD,MD,A - Marked Patrol,Warning
28460,FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,No,No,Yes,No,No,MD,02 - Automobile,2010.0,NISS,SENTRA,BLACK,21801b,Yes,WHITE,F,CLARKSBURG,MD,MD,A - Marked Patrol,Citation
63694,FAILURE OF VEH ON HWY TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,No,No,No,No,No,MD,02 - Automobile,2012.0,VOLKSWAGON,GOLF,RED,222011,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
63814,DRIVER WRITINGSENDINGREADING A TEXTELECTRONIC MSG WHILE OPER VEH IN TRAVEL PORTION OF HWY,No,No,No,No,No,MD,02 - Automobile,2017.0,HONDA,4D,MAROON,2111241b,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
65178,DRIVING A VEHICLE WHILE A REMOVABLE WINDSHIELD PLACARD IS HANGING FROM THE INSIDE REARVIEW MIRROR,No,No,No,No,No,MD,02 - Automobile,2003.0,MITS,4S,GREEN,136161f2,No,WHITE,M,BURTONSVILLE,MD,MD,A - Marked Patrol,Warning
58161,DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,No,No,No,No,No,MD,02 - Automobile,2006.0,CHEV,TK,SILVER,21204d,No,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol,Warning
8006,DRIVING A MOTOR VEH WITHOUT A VALID MEDICAL EXAMINERS CERTIFICATE IN POSSESSION,No,No,No,No,No,MD,06 - Heavy Duty Truck,2002.0,FRHT,TK,WHITE,1139141a,No,WHITE,M,BELTSVILLE,MD,MD,A - Marked Patrol,Citation
6374,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,No,No,No,No,No,MD,02 - Automobile,2008.0,DODGE,CHARGER,WHITE,21902a1,No,HISPANIC,F,HYATTSVILLE,MD,MD,A - Marked Patrol,Citation
48931,STOPPING VEH IN INTERSECTION,No,No,No,No,No,MD,02 - Automobile,2012.0,NISSAN,MAXIMA,BLACK,211003d,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
55184,FAILURE TO EQUIP VEH WITH REQUIRED REAR STOP LAMP,No,No,No,No,No,MD,02 - Automobile,2004.0,DODGE,INTREPID,BLUE,22219a,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
64746,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,1996.0,TOYT,4S,GREEN,21201a1,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
23093,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,VA,02 - Automobile,1998.0,CHEVROLET,TAHOE,BROWN,13411f,No,BLACK,M,DALE CITY,VA,VA,A - Marked Patrol,Citation
20797,EXCEEDING MAXIMUM SPEED 56 MPH IN A POSTED 35 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2008.0,BMW,M54S,BLACK,218011,No,WHITE,M,ROCKVILLE,MD,MD,Q - Marked Laser,Citation
64183,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,1997.0,NISS,VN,WHITE,21201a1,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
11310,FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,No,No,No,No,No,MD,02 - Automobile,2003.0,DODGE,DURANGO,WHITE,13411a,No,BLACK,M,SILVER SPRING,MD,NC,A - Marked Patrol,Citation
58290,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,MD,02 - Automobile,2010.0,COROLLA,LE,RED,13411f,No,BLACK,F,SILVER SPRING,MD,AL,A - Marked Patrol,Warning
25380,DRIVING MOTOR VEH WHILE LIC SUSPENDED UNDER 26204,No,No,No,No,No,MD,05 - Light Duty Truck,1996.0,NISS,TK,WHITE,16303h,No,HISPANIC,M,LANDOVER HILLS,MD,MD,A - Marked Patrol,Citation
58710,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,02 - Automobile,2015.0,MAZDA,3,BLUE,218011,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
10716,EXCEEDING MAXIMUM SPEED 44 MPH IN A POSTED 35 MPH ZONE,No,No,No,No,No,MD,05 - Light Duty Truck,2013.0,LNDR,TK,BLACK,218011,No,WHITE,M,NORTH POTOMAC,MD,MD,Q - Marked Laser,Citation
69732,EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH,No,No,No,No,No,MD,02 - Automobile,2014.0,KIA,FORTE,BLUE DARK,218011,No,BLACK,F,POTOMAC,MD,MD,B - Unmarked Patrol,Warning
11394,POSSESSING SUSPENDED LIC,No,No,No,No,No,MD,02 - Automobile,2006.0,JEEP,LAREDO,GREEN,16301j,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Citation
23003,OPER MOTOR VEH WITH OPERATOR NOT RESTRAINED BY SEAT BELT,No,No,No,No,No,MD,02 - Automobile,2004.0,TOYOTA,COROLLA,RED,224123b,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
4014,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,No,No,No,No,No,MD,28 - Other,2015.0,KIA,SPORTAGE,SILVER,16112c,No,ASIAN,F,WHEATON,MD,MD,A - Marked Patrol,Citation
47842,FAILURE TO SECURELY FASTEN PROPERLY PLACE POSITION REGISTRATION PLATE TO VEHICLE,No,No,No,No,No,MD,02 - Automobile,2015.0,JEEP,TK,BLACK,13411c2,No,WHITE,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,Warning
55361,FAILURE TO STOP AT STOP SIGN,No,No,No,No,No,VA,02 - Automobile,2014.0,TOYOTA,CAMRY,BLACK,21707a,No,WHITE,M,MIDDLEBURG,VA,VA,A - Marked Patrol,Warning
28605,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL PER SE,No,No,No,No,No,MD,02 - Automobile,2005.0,NISSAN,ALTIMA,WHITE,21902a1ii,No,WHITE,M,SILVER SPRING,MD,XX,A - Marked Patrol,Citation
53039,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,PA,05 - Light Duty Truck,2014.0,JEEP,TRUCK,GRAY,13411f,No,BLACK,M,PITTSBURGH,PA,PA,A - Marked Patrol,Warning
56297,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2013.0,HONDA,CIVIC,GRAY,21201a1,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,Warning
14098,DRIVER TURNING VEHICLE WITHOUT GIVING APPROPRIATE SIGNAL AS REQUIRED,No,No,No,No,No,MD,02 - Automobile,2010.0,LEXUS,4D,BLACK,21604c,No,BLACK,M,SEAT PLEASANT,MD,MD,A - Marked Patrol,Citation
54108,WILLFULLY DRIVING MOTOR VEH AT SLOW SPEED IMPEDING NORMAL AND REASONABLE TRAFFIC MOVEMENT,No,No,No,No,No,MD,06 - Heavy Duty Truck,2006.0,TOYOTA,HIGHLANDER,TAN,21804a,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
55973,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,MD,02 - Automobile,2014.0,TOYTA,SIERRA,GRAY,13411f,No,ASIAN,F,POTOMAC,MD,MD,A - Marked Patrol,Warning
70127,FAILURE TO PROPERLY EQUIP LOCATE HEADLAMPS ON MOTOR VEH,No,No,No,No,No,MD,02 - Automobile,2000.0,DODGE,DURANGO,BLACK,22203b,No,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol,Warning
12039,OWNER FAILURE TO MAINTAIN REQUIRED SECURITY FOR VEH DURING REG PERIOD,No,No,No,No,No,MD,02 - Automobile,2010.0,TOYOTA,TUNDRA,SILVER,17104,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Citation
13773,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17106 26204 26206 27103,No,No,No,No,No,MD,03 - Station Wagon,2012.0,NISSAN,SENTRA,SILVER,16303h,No,NATIVE AMERICAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
41370,FAILURE OF DR TO MAKE LANE CHANGE TO AVAIL LANE NOT IMMED ADJ TO STOPPED EMERG VEH,No,No,No,No,No,MD,02 - Automobile,1999.0,HONDA,CIVIC,GRAY,21405e1,No,HISPANIC,M,BRENTWOOD,MD,MD,A - Marked Patrol,Warning
48492,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,No,No,MD,02 - Automobile,2015.0,BMW,535,SILVER,16101a,No,WHITE,M,URBANA,MD,MD,A - Marked Patrol,Warning
26507,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,No,No,No,No,No,MD,02 - Automobile,2003.0,FORD,EXPLORER,SILVER,21902a1,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
35973,FAILURE OF VEH ON HWY TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,No,No,No,No,No,MD,02 - Automobile,2013.0,NISSAN,ALTIMA,GRAY,222011,No,WHITE,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,Warning
70147,DRIVING VEH ON HWY WO REQUIRED MINIMUM EQUIPMENT,No,No,No,No,No,MD,02 - Automobile,2014.0,SCION,2D,SILVER,23104,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
